OutcomeType	Breed	Color	Name	Selected	AnimalType	SexuponOutcome	AgeuponOutcome
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Cher	No	Cat	Spayed Female	Under 1 year
Adoption	Boxer/Pit Bull	Brown/White		No	Dog	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Tortie	Juliet	No	Cat	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby	Cody	No	Cat	Neutered Male	Under 1 year
Adoption	Australian Kelpie Mix	Brown Brindle	Ash	No	Dog	Neutered Male	1-3 years
Transfer	Beagle	Tricolor	Sochi	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Medium Hair Mix	Orange Tabby		No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Gray Tabby/White		No	Cat	Intact Male	1-3 years
Return_to_owner	Staffordshire Mix	Brown Brindle/White	Truffles	No	Dog	Spayed Female	4-6 years
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Male	1-3 years
Adoption	Domestic Shorthair Mix	Black Tabby		No	Cat	Neutered Male	Under 1 year
Adoption	German Shepherd Mix	Tan	Abby	No	Dog	Spayed Female	Under 1 year
Transfer	Chihuahua Longhair Mix	White	Tiny	No	Dog	Neutered Male	7-10 years
Adoption	Javanese Mix	Tortie Point	Blessing	No	Cat	Spayed Female	4-6 years
Transfer	Chihuahua Shorthair Mix	Brown/White		No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby	Redford	No	Cat	Neutered Male	11+ years
Transfer	Domestic Medium Hair Mix	Brown Tabby	Mouse	No	Cat	Intact Male	Under 1 year
Adoption	Chihuahua Shorthair Mix	Black/Tricolor	Sissy	No	Dog	Spayed Female	7-10 years
Adoption	Domestic Shorthair Mix	Torbie	Stephanie	No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Longhair Mix	Calico/White	Bellatrix	No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Torbie	Aurora	No	Cat	Intact Female	Under 1 year
Return_to_owner	Pit Bull Mix	Black/White		No	Dog	Intact Male	Under 1 year
Return_to_owner	Bloodhound Mix	Red	Ragnar	No	Dog	Neutered Male	7-10 years
Transfer	Domestic Shorthair Mix	White/Brown Tabby	Tyler	No	Cat	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Black	Double	No	Cat	Spayed Female	Under 1 year
Return_to_owner	Blue Lacy Mix	Blue/White	Blue	No	Dog	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Orange		No	Cat	Intact Male	Under 1 year
Transfer	Rhod Ridgeback Mix	Black/Tan	June	No	Dog	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Tortie	Emma	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Spayed Female	1-3 years
Adoption	German Shepherd Mix	Black/Brown	Mona	No	Dog	Spayed Female	1-3 years
Adoption	Labrador Retriever Mix	Tan	Parsnip	No	Dog	Neutered Male	1-3 years
Return_to_owner	Australian Cattle Dog Mix	Blue/Black	Jake	No	Dog	Intact Male	1-3 years
Transfer	Dachshund Mix	Tan/White	Bruno	No	Dog	Neutered Male	7-10 years
Transfer	Domestic Shorthair Mix	Orange Tabby		No	Cat	Intact Male	1-3 years
Transfer	Domestic Shorthair	Blue/White		No	Cat	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black		No	Cat	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Oliver	No	Cat	Neutered Male	Under 1 year
Transfer	Snowshoe Mix	Seal Point		No	Cat	Unknown	Under 1 year
Adoption	Vizsla Mix	Brown/White	Ruby	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Orange Tabby/White		No	Cat	Intact Female	Under 1 year
Transfer	Chihuahua Shorthair Mix	Tan/Black	Brownie Jr	No	Dog	Neutered Male	1-3 years
Return_to_owner	Domestic Shorthair Mix	Black/White	Monkey	No	Cat	Intact Female	Under 1 year
Adoption	Flat Coat Retriever Mix	Black/White	Brenna	No	Dog	Intact Female	1-3 years
Euthanasia	Pit Bull Mix	Blue/White	Blu	No	Dog	Neutered Male	4-6 years
Adoption	Labrador Retriever/Golden Retriever	White	Salt	No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby	Sadie	No	Cat	Spayed Female	7-10 years
Return_to_owner	St. Bernard Smooth Coat Mix	Brown/White	Fred	No	Dog	Neutered Male	1-3 years
Adoption	Catahoula Mix	Brown Merle/White	Buck	No	Dog	Intact Male	1-3 years
Transfer	Domestic Shorthair Mix	Blue Tabby		No	Cat	Intact Female	Under 1 year
Adoption	Miniature Pinscher Mix	White/Black	Toby	No	Dog	Neutered Male	Under 1 year
Transfer	Chihuahua Shorthair Mix	Black		No	Dog	Intact Female	1-3 years
Transfer	Anatol Shepherd	Tan/White	Tink	No	Dog	Spayed Female	1-3 years
Adoption	Pit Bull Mix	Blue/White	Duke	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Black/White	Tony	No	Cat	Intact Male	Under 1 year
Return_to_owner	Chihuahua Shorthair	Chocolate/Tan	Zoey	No	Dog	Spayed Female	11+ years
Transfer	Domestic Shorthair Mix	Blue	Assam	No	Cat	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Black/White		No	Cat	Neutered Male	Under 1 year
Transfer	Chihuahua Shorthair/Dachshund	Brown/White	Ladybug	No	Dog	Spayed Female	1-3 years
Euthanasia	Domestic Shorthair Mix	Orange Tabby/Apricot		No	Cat	Unknown	Under 1 year
Adoption	Domestic Shorthair Mix	Calico	Heather	No	Cat	Spayed Female	Under 1 year
Transfer	Dachshund/Chihuahua Shorthair	Red/White	Pretzel	No	Dog	Spayed Female	1-3 years
Adoption	Boxer Mix	Brown Brindle/White	Lexi	No	Dog	Spayed Female	4-6 years
Transfer	Domestic Shorthair Mix	Lynx Point		No	Cat	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black		No	Cat	Intact Male	Under 1 year
Euthanasia	Labrador Retriever Mix	Yellow		No	Dog	Intact Female	11+ years
Adoption	Domestic Shorthair	Black	Noah	No	Cat	Neutered Male	4-6 years
Transfer	German Shepherd Mix	Sable	Sasha	No	Dog	Spayed Female	1-3 years
Return_to_owner	Domestic Shorthair Mix	Black/White	Annie	No	Cat	Spayed Female	1-3 years
Adoption	Chihuahua Shorthair Mix	Sable/Black	Frankie	No	Dog	Neutered Male	Under 1 year
Transfer	Jack Russell Terrier Mix	White/Black		No	Dog	Intact Male	Under 1 year
Return_to_owner	Labrador Retriever Mix	Chocolate	Hubert	No	Dog	Neutered Male	4-6 years
Adoption	German Shepherd Mix	Black/Tan	Cheyenne	No	Dog	Spayed Female	7-10 years
Return_to_owner	Toy Poodle Mix	White	Oso	No	Dog	Neutered Male	4-6 years
Adoption	German Shepherd/Rottweiler	Brown/Black	Charlie Bear	No	Dog	Neutered Male	4-6 years
Transfer	Domestic Shorthair Mix	Orange Tabby/White		No	Cat	Intact Male	Under 1 year
Adoption	Miniature Poodle Mix	Black	Bluebell	No	Dog	Spayed Female	Under 1 year
Adoption	Australian Cattle Dog/Catahoula	Red/White	Ben	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Medium Hair Mix	Orange Tabby/White	Fuego	No	Cat	Neutered Male	Under 1 year
Adoption	American Bulldog Mix	White/Tan	Claude	No	Dog	Neutered Male	1-3 years
Return_to_owner	Domestic Shorthair Mix	Orange Tabby	Tangerine	No	Cat	Intact Female	1-3 years
Adoption	Pit Bull Mix	Blue/White	Azul	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Medium Hair Mix	Orange Tabby	Jasper	No	Cat	Neutered Male	Under 1 year
Transfer	American Shorthair Mix	Tortie	Wilma	No	Cat	Spayed Female	4-6 years
Transfer	Domestic Shorthair Mix	Black	Suloni	No	Cat	Intact Female	Under 1 year
Return_to_owner	Pit Bull Mix	Tan/White	Brownie	No	Dog	Neutered Male	4-6 years
Adoption	Domestic Shorthair Mix	Black	Eclipse	No	Cat	Spayed Female	Under 1 year
Euthanasia	Pit Bull Mix	Tan/White	Chuny	No	Dog	Neutered Male	4-6 years
Return_to_owner	Labrador Retriever	Yellow	Gus	No	Dog	Neutered Male	7-10 years
Adoption	Yorkshire Terrier Mix	Tan		No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Roy	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	White/Orange	Jasper	No	Cat	Intact Male	Under 1 year
Return_to_owner	Pit Bull Mix	Black/White	D.O.G.	No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair	White/Orange	Jackson	No	Cat	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Pickles	No	Cat	Spayed Female	Under 1 year
Euthanasia	Pit Bull Mix	Blue/White	Crash	No	Dog	Intact Male	4-6 years
Adoption	Chihuahua Shorthair Mix	White	Dingo	No	Dog	Neutered Male	1-3 years
Return_to_owner	American Bulldog Mix	White	Bronx	No	Dog	Neutered Male	4-6 years
Transfer	Chihuahua Shorthair/Dachshund	Tan	Hugo	No	Dog	Neutered Male	Under 1 year
Transfer	Great Pyrenees Mix	White		No	Dog	Neutered Male	1-3 years
Return_to_owner	Labrador Retriever Mix	Black/Brown	Zoey	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Orange Tabby		No	Cat	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Blue/White	Jesse	No	Cat	Intact Male	Under 1 year
Transfer	Siamese Mix	Flame Point	Sinatra	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Labrador Retriever Mix	Black/White	Max	No	Dog	Neutered Male	4-6 years
Adoption	Chihuahua Shorthair Mix	Black/Brown	Jesse	No	Dog	Neutered Male	1-3 years
Adoption	Pit Bull Mix	Black/White	Jordy	No	Dog	Neutered Male	1-3 years
Adoption	Labrador Retriever Mix	Black	Milo	No	Dog	Neutered Male	Under 1 year
Adoption	Dachshund Mix	Sable		No	Dog	Spayed Female	Under 1 year
Adoption	Beagle/Staffordshire	White	Siren	No	Dog	Spayed Female	4-6 years
Adoption	Maltese Mix	White	Chantilly	No	Dog	Spayed Female	7-10 years
Return_to_owner	Chihuahua Shorthair Mix	White	Zoey	No	Dog	Spayed Female	1-3 years
Euthanasia	Chihuahua Shorthair Mix	Black/Brown	Yoga	No	Dog	Intact Male	Under 1 year
Adoption	Jack Russell Terrier Mix	White/Brown		No	Dog	Neutered Male	Under 1 year
Transfer	Cocker Spaniel	Brown	Bob	No	Dog	Neutered Male	7-10 years
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Unknown	Under 1 year
Adoption	Domestic Shorthair Mix	Torbie/White	Jane	No	Cat	Spayed Female	Under 1 year
Return_to_owner	Domestic Shorthair Mix	Tortie	Melly	No	Cat	Spayed Female	1-3 years
Transfer	Chihuahua Shorthair Mix	Tan/Black		No	Dog	Spayed Female	1-3 years
Return_to_owner	German Shepherd Mix	Tan/Black	Koda	No	Dog	Neutered Male	1-3 years
Euthanasia	Domestic Shorthair Mix	Blue	Copy Cat	No	Cat	Spayed Female	11+ years
Adoption	Domestic Shorthair Mix	Brown Tabby	Friskey	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Dachshund	Red	Dobby	No	Dog	Spayed Female	1-3 years
Euthanasia	Border Collie Mix	Black/White	Buddy	No	Dog	Neutered Male	11+ years
Transfer	Beagle Mix	Tricolor	Lucy	No	Dog	Spayed Female	7-10 years
Return_to_owner	Domestic Shorthair Mix	Blue/White	Patches	No	Cat	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby	Pepper	No	Cat	Spayed Female	Under 1 year
Transfer	Chihuahua Shorthair Mix	Tan/White	Pickle	No	Dog	Intact Female	1-3 years
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Neutered Male	Under 1 year
Euthanasia	Domestic Shorthair Mix	Gray Tabby		No	Cat	Unknown	Under 1 year
Adoption	Chihuahua Shorthair Mix	Brown	Moe	No	Dog	Neutered Male	7-10 years
Euthanasia	Domestic Shorthair Mix	Black		No	Cat	Unknown	Under 1 year
Transfer	Siamese Mix	Calico Point	Moonbrain	No	Cat	Spayed Female	4-6 years
Adoption	American Bulldog Mix	Brown Brindle/White	Canon	No	Dog	Neutered Male	1-3 years
Adoption	Labrador Retriever Mix	Tan/White		No	Dog	Spayed Female	Under 1 year
Adoption	Dachshund/Pembroke Welsh Corgi	Red/White	Rebel	No	Dog	Neutered Male	1-3 years
Transfer	Great Dane/German Shepherd	Brown	Edgar	No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	White/Brown Tabby	Casper	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Cream		No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Blue	Kitty	No	Cat	Spayed Female	1-3 years
Adoption	Boxer Mix	Red	Nugget	No	Dog	Spayed Female	1-3 years
Adoption	Australian Cattle Dog/Pit Bull	Black/White	Bandit	No	Dog	Neutered Male	Under 1 year
Adoption	Finnish Spitz Mix	Cream	Ranger	No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Medium Hair Mix	Cream Tabby		No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Gray Tabby/White		No	Cat	Intact Female	1-3 years
Return_to_owner	Australian Cattle Dog Mix	Blue Merle/Tan	Jojo	No	Dog	Intact Female	Under 1 year
Transfer	Dachshund Mix	Brown	Gordo	No	Dog	Neutered Male	4-6 years
Adoption	Miniature Schnauzer Mix	Gray	Ruby	No	Dog	Spayed Female	1-3 years
Adoption	Border Collie Mix	White/Black	Oliver	No	Dog	Neutered Male	Under 1 year
Euthanasia	Rat Terrier Mix	Tricolor		No	Dog	Neutered Male	11+ years
Return_to_owner	Boxer Mix	Red/White	Sasha	No	Dog	Spayed Female	11+ years
Adoption	Dachshund Wirehair/Chihuahua Shorthair	Tan/White	Gino	No	Dog	Neutered Male	Under 1 year
Euthanasia	Pit Bull/Catahoula	Brown/White	Hoppin' Jon	No	Dog	Neutered Male	1-3 years
Return_to_owner	Australian Shepherd	Red Merle/White	Sinjin	No	Dog	Intact Male	1-3 years
Adoption	Domestic Shorthair Mix	Cream Tabby		No	Cat	Intact Male	Under 1 year
Transfer	Domestic Longhair Mix	Brown Tabby/White		No	Cat	Intact Male	Under 1 year
Transfer	Miniature Poodle Mix	White/Black	Bella	No	Dog	Spayed Female	1-3 years
Died	Domestic Shorthair Mix	Brown Tabby	Wren	No	Cat	Intact Female	Under 1 year
Transfer	German Shepherd Mix	Tan/White	Flicker	No	Dog	Spayed Female	1-3 years
Transfer	Chihuahua Shorthair Mix	Black Brindle/White	Hamburger	No	Dog	Intact Female	Under 1 year
Transfer	Chinese Sharpei Mix	Tan		No	Dog	Intact Male	Under 1 year
Transfer	Beagle/Chihuahua Shorthair	White		No	Dog	Intact Female	Under 1 year
Transfer	Catahoula Mix	Tricolor	Maverick	No	Dog	Intact Male	1-3 years
Euthanasia	American Staffordshire Terrier Mix	White/Brown	Cody	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby	Jolie	No	Cat	Spayed Female	Under 1 year
Adoption	Pit Bull Mix	White	Ice	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Medium Hair Mix	Brown Tabby	Maple	No	Cat	Spayed Female	Under 1 year
Adoption	Labrador Retriever Mix	Black/White	Viper	No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Neutered Male	Under 1 year
Adoption	Boxer Mix	Tan/White	Maggie	No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Blue Tabby/White	Izzy	No	Cat	Spayed Female	Under 1 year
Transfer	Pit Bull Mix	Brown/White	Bone	No	Dog	Neutered Male	1-3 years
Adoption	Boxer/Catahoula	Brown Brindle/White	Dude	No	Dog	Neutered Male	Under 1 year
Euthanasia	Pit Bull	Blue/White	Getzy	No	Dog	Spayed Female	4-6 years
Transfer	Great Pyrenees/Standard Poodle	White	Molly	No	Dog	Spayed Female	7-10 years
Transfer	Domestic Longhair Mix	Black/White		No	Cat	Intact Female	4-6 years
Adoption	German Shorthair Pointer Mix	Black/White	Felicia	No	Dog	Spayed Female	4-6 years
Transfer	Chihuahua Shorthair Mix	Brown	Alvin	No	Dog	Intact Male	1-3 years
Return_to_owner	Labrador Retriever Mix	Brown/White	Dagger Lee	No	Dog	Intact Female	1-3 years
Adoption	Australian Cattle Dog Mix	Blue Merle		No	Dog	Neutered Male	Under 1 year
Return_to_owner	Labrador Retriever	Black	Hero	No	Dog	Neutered Male	7-10 years
Transfer	Rat Terrier Mix	White/Black		No	Dog	Intact Female	7-10 years
Transfer	Lhasa Apso/Shih Tzu	White/Tan	Jemina	No	Dog	Intact Female	1-3 years
Transfer	Domestic Shorthair Mix	Blue	Wellington	No	Cat	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Female	Under 1 year
Adoption	German Shepherd Mix	Tricolor	Rosie	No	Dog	Spayed Female	1-3 years
Adoption	Golden Retriever Mix	Buff/White	Yoda	No	Dog	Neutered Male	7-10 years
Adoption	Domestic Shorthair Mix	Blue Tabby	Ling Ling	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Lynx Point		No	Cat	Intact Male	Under 1 year
Transfer	Dachshund/Beagle	Red/White		No	Dog	Neutered Male	1-3 years
Transfer	German Shorthair Pointer Mix	Black/Blue Merle	Dexter	No	Dog	Neutered Male	1-3 years
Adoption	Dachshund/Chihuahua Shorthair	Brown	Dexter	No	Dog	Neutered Male	1-3 years
Adoption	Pit Bull Mix	Blue/White	Sable	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Blue		No	Cat	Unknown	Under 1 year
Adoption	Rottweiler	Black/Brown	Athena	No	Dog	Spayed Female	4-6 years
Adoption	Miniature Poodle Mix	White	Shaft	No	Dog	Neutered Male	4-6 years
Return_to_owner	Border Collie/Labrador Retriever	Chocolate/White	Abby	No	Dog	Spayed Female	7-10 years
Return_to_owner	Lhasa Apso	White/Cream	Wyatt	No	Dog	Neutered Male	1-3 years
Return_to_owner	Bloodhound Mix	Black/Brown	Daisy	No	Dog	Spayed Female	1-3 years
Adoption	Labrador Retriever Mix	Tan/White	Lucy	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby	Qually	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Affenpinscher Mix	Brown/White	Spike	No	Dog	Intact Male	1-3 years
Adoption	Anatol Shepherd/Border Collie	Tan/White		No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby	Chickadee	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Torbie/White		No	Cat	Intact Female	1-3 years
Transfer	Domestic Shorthair Mix	Tortie		No	Cat	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Cream Tabby/White	Creamsicle	No	Cat	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Black/White	Jenny	No	Cat	Spayed Female	Under 1 year
Adoption	Beagle Mix	Brown/White	Wilbur	No	Dog	Neutered Male	7-10 years
Adoption	Domestic Shorthair Mix	Brown Tabby	Rocco	No	Cat	Neutered Male	7-10 years
Adoption	Domestic Shorthair Mix	Brown Tabby	Jessica	No	Cat	Spayed Female	Under 1 year
Adoption	Labrador Retriever/Rhod Ridgeback	Black/White	Buddy	No	Dog	Neutered Male	Under 1 year
Return_to_owner	Australian Shepherd Mix	Tricolor	Goliath	No	Dog	Neutered Male	7-10 years
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Female	1-3 years
Adoption	Pit Bull Mix	White/Blue	Abigail	No	Dog	Spayed Female	1-3 years
Return_to_owner	Miniature Poodle Mix	White	Teddy	No	Dog	Neutered Male	1-3 years
Died	Domestic Shorthair Mix	Black		No	Cat	Intact Male	Under 1 year
Return_to_owner	Labrador Retriever Mix	Black	Sadie	No	Dog	Spayed Female	1-3 years
Adoption	Domestic Medium Hair Mix	Lynx Point/White		No	Cat	Spayed Female	Under 1 year
Adoption	Miniature Poodle/Miniature Schnauzer	White	Opal	No	Dog	Intact Female	11+ years
Euthanasia	Border Collie/Labrador Retriever	Black/White	Bear	No	Dog	Intact Male	Under 1 year
Adoption	Labrador Retriever/Rottweiler	Black	Bastian	No	Dog	Neutered Male	1-3 years
Adoption	Jack Russell Terrier	Black/White	Marble	No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Guinevere	No	Cat	Spayed Female	Under 1 year
Return_to_owner	Pit Bull Mix	White/Tan	Nina	No	Dog	Spayed Female	4-6 years
Transfer	Shih Tzu Mix	Black/White	Beowoof	No	Dog	Intact Male	4-6 years
Adoption	Australian Cattle Dog Mix	Tricolor		No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Female	Under 1 year
Adoption	Pointer Mix	Black/White		No	Dog	Neutered Male	Under 1 year
Adoption	Manchester Terrier Mix	Tricolor	Rex	No	Dog	Neutered Male	1-3 years
Return_to_owner	Boxer	Brown Brindle/White	Zoe	No	Dog	Spayed Female	4-6 years
Transfer	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Unknown	Under 1 year
Adoption	Border Collie/Standard Schnauzer	Black/White	Eddie	No	Dog	Neutered Male	1-3 years
Transfer	Chihuahua Shorthair Mix	Sable	Chloe	No	Dog	Intact Female	1-3 years
Return_to_owner	Australian Cattle Dog Mix	Blue Merle	Randy	No	Dog	Neutered Male	7-10 years
Transfer	Pit Bull Mix	Chocolate/White	Jojo	No	Dog	Neutered Male	7-10 years
Transfer	Dachshund Mix	Red		No	Dog	Intact Male	Under 1 year
Return_to_owner	Chihuahua Shorthair Mix	Black/Tan	Max	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Spayed Female	Under 1 year
Transfer	Australian Cattle Dog Mix	Black/White		No	Dog	Intact Male	Under 1 year
Return_to_owner	Pit Bull Mix	Brown/White	Wuesos	No	Dog	Neutered Male	1-3 years
Adoption	Chihuahua Shorthair Mix	White	Scotty	No	Dog	Neutered Male	1-3 years
Return_to_owner	Shih Tzu Mix	White/Black	Rajeh	No	Dog	Neutered Male	1-3 years
Adoption	Labrador Retriever/Beauceron	Black/Tan	Bejon	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Orange Tabby/White	Griffin	No	Cat	Neutered Male	Under 1 year
Adoption	Pit Bull Mix	White/Brown	Mikko	No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Black/White	Abel	No	Cat	Neutered Male	7-10 years
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Male	Under 1 year
Transfer	Wire Hair Fox Terrier Mix	Yellow/White		No	Dog	Intact Female	1-3 years
Euthanasia	Domestic Shorthair Mix	Cream Tabby	Peter	No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Black		No	Cat	Intact Male	Under 1 year
Adoption	Flat Coat Retriever/Papillon	Black		No	Dog	Spayed Female	Under 1 year
Transfer	Domestic Longhair Mix	Blue/White	Walter	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Longhair Mix	Orange Tabby	Rowen	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Torbie	Izzy	No	Cat	Intact Female	Under 1 year
Adoption	Miniature Poodle Mix	Gray/White	Liam	No	Dog	Neutered Male	4-6 years
Adoption	Domestic Shorthair Mix	Black/White	Black Jack	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Blue Tabby		No	Cat	Intact Male	Under 1 year
Adoption	Chihuahua Shorthair Mix	Tan/White	Rupert	No	Dog	Neutered Male	1-3 years
